date,store,salesperson,vehicle_type,sale_price,front_gross,back_gross,lead_source,status,days_in_inventory,stock_number,make,model,year,fi_products_sold,csi_score
2025-04-25,Store 6,SP_J,Used,"$35,747","$2,851","$1,418",AutoTrader,Sold,2,STK-02109,Toyota,Camry,2020,4,9.6
2025-04-25,Store 7,SP_I,New,"$28,402","$2,305","$1,321",Referral,Sold,23,STK-02110,Toyota,Highlander,2024,4,9.8
2025-04-25,Store 7,SP_A,Used,"$30,136","$1,489","$1,812",Service Drive,Pending,29,STK-02111,Ford,Explorer,2022,0,0
2025-04-25,Store 7,SP_I,Used,"$38,279","$1,632","$1,148",CarGurus,Sold,28,STK-02112,Honda,CR-V,2021,0,9.8
2025-04-25,Store 7,SP_F,Used,"$15,443","$2,249","$1,583",Website,Sold,50,STK-02113,Cadillac,Encore,2022,0,8.5
2025-04-25,Store 7,SP_D,Used,"$34,342","$2,412","$1,029",Email Campaign,Pending,93,STK-02114,Ford,F-150,2019,0,0
2025-04-25,Store 7,SP_H,Used,"$33,358","$2,715","$1,346",CarGurus,Lost,112,STK-02115,Toyota,Highlander,2022,0,0
2025-04-25,Store 7,SP_F,New,"$50,643",$663,"$1,160",Phone,Sold,37,STK-02116,Chevrolet,Tahoe,2024,0,8.9
2025-04-25,Store 7,SP_F,New,"$39,193","$1,032","$1,316",CarGurus,Lost,4,STK-02117,Chevrolet,Tahoe,2025,0,0
2025-04-25,Store 7,SP_H,Used,"$29,014","$2,080","$1,374",AutoTrader,Sold,14,STK-02118,Toyota,RAV4,2024,3,8.6
2025-04-25,Store 7,SP_I,New,"$34,468","$2,256","$1,278",Website,Sold,26,STK-02119,Honda,Encore,2024,3,8.7
2025-04-25,Store 8,SP_G,New,"$54,478",$616,"$1,176",Service Drive,Sold,47,STK-02120,Toyota,Tacoma,2025,3,8.7
2025-04-25,Store 8,SP_H,New,"$36,214","$2,168","$1,608",Walk-In,Sold,48,STK-02121,Toyota,Tacoma,2026,3,9.3
2025-04-25,Store 8,SP_I,Used,"$40,297","$1,794",$899,Service Drive,Lost,33,STK-02122,Honda,Envision,2023,0,0
2025-04-25,Store 8,SP_G,Used,"$31,632","$2,877","$1,897",AutoTrader,Lost,6,STK-02123,Honda,Pilot,2022,0,0
2025-04-25,Store 8,SP_G,New,"$28,328","$2,070","$1,277",Facebook,Sold,21,STK-02124,Ford,Bronco,2026,0,8.4
2025-04-25,Store 8,SP_B,New,"$63,519","$2,115","$1,413",Repeat Customer,Sold,25,STK-02125,Ford,F-150,2024,3,9.9
2025-04-25,Store 8,SP_J,New,"$51,461","$2,407","$1,803",Referral,Sold,42,STK-02126,Ford,F-150,2024,2,9.2
2025-04-25,Store 9,SP_A,New,"$28,879","$2,110","$1,675",CarGurus,Sold,49,STK-02127,Cadillac,Pilot,2025,2,8.4
2025-04-25,Store 9,SP_B,Used,"$16,877","$2,420","$1,714",AutoTrader,Sold,34,STK-02128,Ford,Escape,2020,1,9
2025-04-25,Store 9,SP_D,New,"$47,857","$1,757","$1,570",Service Drive,Lost,37,STK-02129,Toyota,RAV4,2024,0,0
2025-04-25,Store 10,SP_D,New,"$29,193","$1,075","$1,191",Referral,Sold,12,STK-02130,Buick,XT5,2025,4,8.7
2025-04-25,Store 10,SP_B,New,"$48,301","$2,008","$1,403",Email Campaign,Sold,62,STK-02131,Honda,Accord,2025,2,10
2025-04-25,Store 10,SP_A,Used,"$35,718","$2,953","$1,394",AutoTrader,Lost,81,STK-02132,Toyota,RAV4,2023,0,0
2025-04-25,Store 10,SP_I,New,"$51,738","$1,338","$1,873",Walk-In,Sold,27,STK-02133,Toyota,RAV4,2025,0,9.5
2025-04-25,Store 10,SP_B,Used,"$35,069","$1,408","$1,209",Phone,Pending,16,STK-02134,Cadillac,CR-V,2020,0,0
2025-04-25,Store 10,SP_A,Used,"$14,144","$3,705",$913,Facebook,Sold,31,STK-02135,Toyota,Tacoma,2024,0,8.8
2025-04-25,Store 10,SP_B,Used,"$29,155","$2,620","$1,407",CarGurus,Sold,27,STK-02136,Honda,Accord,2019,0,9.9
2025-04-25,Store 10,SP_C,Used,"$29,386","$3,389","$1,013",Phone,Lost,8,STK-02137,Toyota,Tacoma,2022,0,0
2025-04-25,Store 11,SP_I,New,"$30,516","$1,106",$219,Facebook,Lost,54,STK-02138,Chevrolet,Equinox,2024,0,0
2025-04-25,Store 11,SP_B,New,"$57,677",$837,$600,Facebook,Sold,9,STK-02139,GMC,Encore,2026,1,9.3
2025-04-25,Store 11,SP_E,Used,"$40,758","$1,396",$274,Referral,Sold,50,STK-02140,Toyota,RAV4,2021,4,9.3
2025-04-25,Store 11,SP_E,New,"$56,669","$1,935",$412,Repeat Customer,Sold,40,STK-02141,Buick,XT5,2024,2,8.9
2025-04-25,Store 11,SP_C,New,"$41,006","$2,104",$199,AutoTrader,Lost,28,STK-02142,Ford,Bronco,2024,0,0
2025-04-25,Store 11,SP_J,Used,"$39,542","$1,039",$240,CarGurus,Lost,44,STK-02143,Honda,Encore,2023,0,0
2025-04-25,Store 11,SP_G,New,"$66,250","$1,283",$216,Repeat Customer,Pending,54,STK-02144,Ford,Explorer,2024,0,0
2025-04-25,Store 12,SP_F,Used,"$28,793","$2,335","$1,901",AutoTrader,Sold,41,STK-02145,Buick,Encore,2020,1,8.5
2025-04-25,Store 12,SP_H,New,"$31,864","$1,462","$1,188",Website,Lost,49,STK-02146,Cadillac,CR-V,2026,0,0
2025-04-25,Store 12,SP_B,Used,"$25,698","$2,191","$1,387",Phone,Sold,42,STK-02147,GMC,Envision,2020,2,9.3
2025-04-25,Store 12,SP_H,Used,"$16,424","$3,444","$2,121",Repeat Customer,Sold,17,STK-02148,Buick,Envision,2023,3,8.7
2025-04-26,Store 1,SP_C,New,"$64,184","$2,140","$1,000",Service Drive,Lost,25,STK-02149,Ford,Escape,2025,0,0
2025-04-26,Store 1,SP_H,New,"$61,076",$918,$985,Facebook,Sold,31,STK-02150,Cadillac,CR-V,2026,3,8.7
2025-04-26,Store 1,SP_G,Used,"$14,892","$2,494","$1,246",Facebook,Lost,63,STK-02151,Cadillac,CR-V,2020,0,0
2025-04-26,Store 1,SP_E,New,"$66,605",$811,"$1,512",Email Campaign,Sold,20,STK-02152,Cadillac,Envision,2024,3,9.7
2025-04-26,Store 1,SP_J,New,"$51,647","$1,273","$1,883",Referral,Lost,4,STK-02153,Ford,Escape,2024,0,0
2025-04-26,Store 1,SP_G,Used,"$15,797","$2,375","$1,823",CarGurus,Sold,50,STK-02154,Toyota,Tacoma,2022,4,8.6
2025-04-26,Store 1,SP_H,Used,"$25,804","$1,770","$1,256",Service Drive,Pending,48,STK-02155,Ford,Explorer,2023,0,0
2025-04-26,Store 1,SP_G,New,"$35,258","$1,822",$993,Referral,Sold,34,STK-02156,GMC,Encore,2025,2,9.3
2025-04-26,Store 2,SP_I,Used,"$19,758","$2,373","$2,196",Walk-In,Lost,21,STK-02157,Chevrolet,Traverse,2023,0,0
2025-04-26,Store 2,SP_E,New,"$36,062","$1,374","$1,154",Repeat Customer,Sold,39,STK-02158,GMC,Pilot,2026,0,8.6
2025-04-26,Store 2,SP_A,New,"$62,501","$1,210","$1,309",Referral,Pending,3,STK-02159,Cadillac,Pilot,2026,0,0
2025-04-26,Store 2,SP_I,New,"$43,822","$1,740",$857,Service Drive,Lost,16,STK-02160,Buick,XT5,2025,0,0
2025-04-26,Store 2,SP_A,New,"$57,719","$1,652","$1,682",Walk-In,Lost,14,STK-02161,Cadillac,Terrain,2024,0,0
2025-04-26,Store 2,SP_A,New,"$65,715","$1,187","$1,885",CarGurus,Sold,11,STK-02162,Ford,F-150,2024,2,8.8
2025-04-26,Store 2,SP_C,New,"$41,692","$1,068","$1,491",Phone,Sold,2,STK-02163,Buick,Envision,2024,2,9.5
2025-04-26,Store 2,SP_F,New,"$31,513",$742,"$1,742",Service Drive,Sold,22,STK-02164,GMC,XT5,2025,4,9.5
2025-04-26,Store 2,SP_D,Used,"$32,971","$1,505","$1,419",CarGurus,Sold,26,STK-02165,GMC,CR-V,2024,3,9.8
2025-04-26,Store 3,SP_C,New,"$30,081","$2,281",$803,CarGurus,Lost,42,STK-02166,GMC,Pilot,2024,0,0
2025-04-26,Store 3,SP_H,Used,"$16,202","$1,748","$2,024",Website,Pending,21,STK-02167,Ford,Explorer,2023,0,0
2025-04-26,Store 3,SP_B,New,"$66,272","$2,198","$1,090",Facebook,Pending,50,STK-02168,Chevrolet,Traverse,2024,0,0
2025-04-26,Store 3,SP_B,New,"$45,472","$2,487","$1,942",Facebook,Sold,26,STK-02169,Cadillac,Accord,2026,3,8.2
2025-04-26,Store 3,SP_G,Used,"$21,260",$-702,$662,Email Campaign,Lost,28,STK-02170,GMC,Envision,2024,0,0
2025-04-26,Store 3,SP_A,New,"$45,850","$1,635","$1,785",Service Drive,Sold,47,STK-02171,Honda,Pilot,2025,0,8.9
2025-04-26,Store 3,SP_H,Used,"$31,583","$1,699","$1,995",Referral,Sold,46,STK-02172,Chevrolet,Equinox,2024,0,9.9
2025-04-26,Store 3,SP_G,Used,"$21,242","$1,816","$1,594",Facebook,Sold,29,STK-02173,Ford,Escape,2019,0,9.1
2025-04-26,Store 3,SP_E,Used,"$15,629","$3,486","$1,989",Repeat Customer,Lost,36,STK-02174,Cadillac,CR-V,2022,0,0
2025-04-26,Store 4,SP_G,Used,"$40,421",$858,"$1,154",Repeat Customer,Sold,46,STK-02175,Chevrolet,Equinox,2023,0,9.6
2025-04-26,Store 4,SP_H,New,"$37,492",$475,"$1,068",AutoTrader,Sold,1,STK-02176,Toyota,Tacoma,2026,0,9.7
2025-04-26,Store 4,SP_I,Used,"$34,842",$782,"$1,474",Service Drive,Lost,49,STK-02177,Cadillac,Pilot,2020,0,0
2025-04-26,Store 4,SP_H,New,"$29,491",$424,$602,Service Drive,Sold,72,STK-02178,Buick,Ridgeline,2026,2,9.4
2025-04-26,Store 4,SP_D,Used,"$22,286",$703,$679,Facebook,Lost,94,STK-02179,Buick,Accord,2021,0,0
2025-04-26,Store 4,SP_I,New,"$63,634",$391,"$1,198",Email Campaign,Pending,24,STK-02180,GMC,Pilot,2024,0,0
2025-04-26,Store 4,SP_F,Used,"$37,005",$309,"$1,171",Phone,Sold,29,STK-02181,Honda,Ridgeline,2021,4,8
2025-04-26,Store 4,SP_D,New,"$46,919",$560,"$1,641",Email Campaign,Pending,55,STK-02182,Chevrolet,Traverse,2024,0,0
2025-04-26,Store 4,SP_E,Used,"$18,740",$665,$706,Service Drive,Lost,41,STK-02183,Toyota,Tacoma,2020,0,0
2025-04-26,Store 4,SP_J,New,"$49,094",$518,"$1,766",Phone,Sold,17,STK-02184,Honda,Accord,2024,3,9.7
2025-04-26,Store 5,SP_G,Used,"$18,792","$1,781","$1,501",AutoTrader,Lost,49,STK-02185,GMC,Envision,2020,0,0
2025-04-26,Store 5,SP_I,Used,"$14,967","$2,083","$1,107",Walk-In,Sold,47,STK-02186,Toyota,Highlander,2020,0,8.5
2025-04-26,Store 5,SP_C,New,"$40,885","$2,461","$1,827",Phone,Lost,50,STK-02187,Toyota,Tacoma,2025,0,0
2025-04-26,Store 5,SP_H,Used,"$30,115","$3,238","$1,683",Email Campaign,Sold,25,STK-02188,Honda,Accord,2023,3,9.3
2025-04-26,Store 5,SP_B,Used,"$19,007","$1,925","$1,005",Facebook,Sold,11,STK-02189,Buick,Envision,2019,0,9.2
2025-04-26,Store 6,SP_G,New,"$54,716","$2,399",$708,Phone,Sold,11,STK-02190,Buick,Ridgeline,2025,0,9.4
2025-04-26,Store 6,SP_H,Used,"$22,177","$2,861","$1,188",Phone,Lost,3,STK-02191,GMC,Encore,2022,0,0
2025-04-26,Store 6,SP_J,Used,"$20,361","$1,923","$1,771",Email Campaign,Lost,48,STK-02192,Cadillac,CR-V,2024,0,0
2025-04-26,Store 6,SP_H,Used,"$32,906","$3,754",$947,Phone,Sold,4,STK-02193,Buick,Pilot,2022,4,8.3
2025-04-26,Store 6,SP_I,Used,"$18,811","$2,502","$1,551",Repeat Customer,Sold,41,STK-02194,GMC,Ridgeline,2024,2,8.7
2025-04-26,Store 6,SP_F,Used,"$35,635","$1,677","$1,149",Website,Lost,16,STK-02195,Buick,Accord,2020,0,0
2025-04-26,Store 6,SP_E,Used,"$12,897","$2,896","$1,715",AutoTrader,Pending,7,STK-02196,Cadillac,Terrain,2024,0,0
2025-04-26,Store 6,SP_G,Used,"$33,342","$2,416","$1,826",Email Campaign,Sold,1,STK-02197,Ford,Bronco,2022,3,9.4
2025-04-26,Store 6,SP_I,Used,"$36,145","$1,962","$1,247",CarGurus,Lost,45,STK-02198,Toyota,RAV4,2020,0,0
2025-04-26,Store 7,SP_D,New,"$65,989","$1,692",$834,Facebook,Sold,9,STK-02199,Chevrolet,Tahoe,2024,1,9.7
2025-04-26,Store 7,SP_D,Used,"$34,609","$3,789","$1,001",CarGurus,Lost,101,STK-02200,GMC,CR-V,2024,0,0
2025-04-26,Store 7,SP_A,New,"$39,686","$2,593","$1,007",CarGurus,Lost,12,STK-02201,Honda,Terrain,2024,0,0
2025-04-26,Store 7,SP_I,Used,"$17,201","$2,589","$1,116",Facebook,Sold,23,STK-02202,Chevrolet,Tahoe,2022,4,9.2
2025-04-26,Store 7,SP_D,New,"$64,292","$2,279","$1,456",Repeat Customer,Sold,8,STK-02203,Cadillac,Encore,2024,0,9.7
2025-04-26,Store 7,SP_D,New,"$47,999",$833,"$1,769",CarGurus,Pending,12,STK-02204,Honda,Envision,2025,0,0
2025-04-26,Store 7,SP_I,Used,"$12,110","$1,809",$876,CarGurus,Sold,18,STK-02205,Toyota,Highlander,2021,2,8.7
2025-04-26,Store 7,SP_F,Used,"$19,085","$2,988",$855,Referral,Sold,44,STK-02206,Toyota,RAV4,2020,3,8.1
2025-04-26,Store 8,SP_C,Used,"$26,509","$2,085","$1,918",Phone,Lost,42,STK-02207,Cadillac,Terrain,2021,0,0
2025-04-26,Store 8,SP_E,New,"$45,641","$1,766",$825,CarGurus,Lost,13,STK-02208,Cadillac,Envision,2024,0,0
2025-04-26,Store 8,SP_A,Used,"$30,240","$2,727","$1,305",AutoTrader,Pending,54,STK-02209,Ford,Escape,2024,0,0
2025-04-26,Store 8,SP_J,New,"$61,637","$2,206","$1,370",AutoTrader,Lost,46,STK-02210,Cadillac,Envision,2025,0,0
2025-04-26,Store 8,SP_G,New,"$60,849",$954,"$1,148",Repeat Customer,Sold,31,STK-02211,Honda,Terrain,2024,4,9.7
2025-04-26,Store 8,SP_J,Used,"$31,364","$2,405","$1,670",Referral,Sold,14,STK-02212,Cadillac,Encore,2021,0,8.6
2025-04-26,Store 8,SP_F,New,"$49,172","$2,190",$818,Repeat Customer,Sold,45,STK-02213,GMC,XT5,2025,4,8.2
2025-04-26,Store 9,SP_H,Used,"$25,547","$2,711","$1,341",Repeat Customer,Lost,14,STK-02214,Toyota,RAV4,2020,0,0
2025-04-26,Store 9,SP_F,Used,"$25,063","$3,320","$1,658",Website,Lost,25,STK-02215,Toyota,Camry,2022,0,0
2025-04-26,Store 9,SP_H,New,"$63,934","$1,300","$1,499",CarGurus,Sold,20,STK-02216,Chevrolet,Traverse,2024,3,8
2025-04-26,Store 9,SP_H,Used,"$17,576","$3,639","$1,674",Walk-In,Lost,33,STK-02217,Chevrolet,Tahoe,2024,0,0
2025-04-26,Store 9,SP_G,New,"$36,218",$618,$825,Repeat Customer,Sold,15,STK-02218,Honda,Pilot,2026,2,8.6
2025-04-26,Store 9,SP_G,New,"$36,842","$2,146","$1,089",Website,Pending,41,STK-02219,Cadillac,Ridgeline,2025,0,0
2025-04-26,Store 9,SP_C,Used,"$20,514","$3,056","$1,492",Service Drive,Lost,51,STK-02220,Chevrolet,Traverse,2021,0,0
2025-04-26,Store 9,SP_G,New,"$44,534","$1,730","$1,104",Walk-In,Sold,37,STK-02221,Toyota,Camry,2024,4,9.1
2025-04-26,Store 9,SP_A,Used,"$24,846","$2,982","$1,407",Facebook,Pending,49,STK-02222,Cadillac,Terrain,2021,0,0
2025-04-26,Store 9,SP_D,Used,"$16,956","$2,497","$1,718",CarGurus,Sold,48,STK-02223,Toyota,Highlander,2022,0,8.6
2025-04-26,Store 10,SP_H,New,"$45,160",$729,$994,Service Drive,Sold,11,STK-02224,Toyota,Tacoma,2026,0,9
2025-04-26,Store 10,SP_H,Used,"$29,695","$3,507","$2,094",Walk-In,Sold,63,STK-02225,GMC,Pilot,2019,1,9.9
2025-04-26,Store 10,SP_C,New,"$45,898","$2,234","$1,963",Facebook,Lost,41,STK-02226,Buick,Ridgeline,2025,0,0
2025-04-26,Store 10,SP_E,New,"$43,710","$2,299","$1,034",Referral,Pending,4,STK-02227,Chevrolet,Traverse,2024,0,0
2025-04-26,Store 11,SP_D,Used,"$29,904",$822,$539,CarGurus,Lost,53,STK-02228,Honda,Envision,2019,0,0
2025-04-26,Store 11,SP_G,New,"$59,119","$1,504",$516,Website,Sold,30,STK-02229,Cadillac,CR-V,2025,1,9.4
2025-04-26,Store 11,SP_J,Used,"$14,681",$980,$596,Phone,Pending,1,STK-02230,Toyota,Highlander,2020,0,0
2025-04-26,Store 11,SP_D,Used,"$23,944","$1,293",$323,Repeat Customer,Sold,43,STK-02231,Honda,Terrain,2019,2,10
2025-04-26,Store 11,SP_G,Used,"$28,656","$1,410",$479,Phone,Sold,39,STK-02232,Ford,Explorer,2020,1,9.3
2025-04-26,Store 12,SP_F,Used,"$19,913","$2,995","$2,066",CarGurus,Sold,55,STK-02233,Buick,Pilot,2023,4,8.3
2025-04-26,Store 12,SP_A,New,"$39,473",$993,$800,AutoTrader,Sold,23,STK-02234,Buick,Terrain,2026,3,8.4
2025-04-26,Store 12,SP_B,New,"$36,731","$1,094","$1,608",Phone,Lost,15,STK-02235,Honda,Ridgeline,2024,0,0
2025-04-26,Store 12,SP_D,Used,"$24,421","$3,195","$1,652",Email Campaign,Sold,35,STK-02236,Ford,F-150,2022,2,8.7
2025-04-26,Store 12,SP_B,Used,"$17,929","$1,762",$906,Facebook,Sold,14,STK-02237,Ford,Escape,2022,1,8.6
2025-04-26,Store 12,SP_C,New,"$55,480","$1,835","$1,915",CarGurus,Lost,37,STK-02238,Cadillac,Ridgeline,2025,0,0
2025-04-26,Store 12,SP_F,Used,"$36,176","$2,984","$1,487",Walk-In,Lost,48,STK-02239,GMC,Encore,2020,0,0
2025-04-26,Store 12,SP_D,New,"$61,743","$1,979","$1,786",Phone,Pending,48,STK-02240,Ford,Explorer,2025,0,0
2025-04-27,Store 1,SP_G,New,"$65,114","$1,758","$1,572",Walk-In,Lost,106,STK-02241,Honda,Terrain,2024,0,0
2025-04-27,Store 1,SP_A,Used,"$35,847","$3,585","$1,387",AutoTrader,Sold,28,STK-02242,Cadillac,Accord,2020,0,8.9
2025-04-27,Store 1,SP_J,Used,"$19,434","$1,411","$1,190",Walk-In,Pending,44,STK-02243,Honda,Pilot,2024,0,0
2025-04-27,Store 1,SP_J,Used,"$40,109","$2,202","$2,120",Phone,Sold,39,STK-02244,Chevrolet,Equinox,2021,4,8.5
2025-04-27,Store 1,SP_F,Used,"$32,059","$3,222","$1,528",CarGurus,Sold,40,STK-02245,Honda,CR-V,2022,1,9.7
2025-04-27,Store 1,SP_D,Used,"$13,061","$1,676","$1,341",CarGurus,Pending,46,STK-02246,Honda,XT5,2020,0,0
2025-04-27,Store 1,SP_C,New,"$56,699","$2,480","$1,994",Email Campaign,Lost,15,STK-02247,Cadillac,Accord,2024,0,0
2025-04-27,Store 1,SP_J,Used,"$38,631","$3,153",$846,AutoTrader,Pending,47,STK-02248,Honda,Pilot,2021,0,0
2025-04-27,Store 1,SP_H,New,"$64,717","$2,166",$759,Website,Sold,38,STK-02249,Honda,Encore,2026,4,9.8
2025-04-27,Store 1,SP_A,Used,"$15,262","$1,855","$1,710",Walk-In,Sold,53,STK-02250,Buick,Ridgeline,2019,1,9.7
2025-04-27,Store 1,SP_I,Used,"$35,652","$3,553",$955,Service Drive,Sold,35,STK-02251,Buick,Encore,2024,4,10
2025-04-27,Store 1,SP_H,Used,"$35,279","$2,258","$2,195",Repeat Customer,Sold,14,STK-02252,Ford,Explorer,2021,4,9.8
2025-04-27,Store 1,SP_H,Used,"$27,109","$2,767","$2,164",Referral,Sold,81,STK-02253,Buick,XT5,2022,0,9.5
2025-04-27,Store 2,SP_D,Used,"$17,897","$1,549","$1,084",Walk-In,Pending,34,STK-02254,Buick,CR-V,2019,0,0
2025-04-27,Store 2,SP_J,New,"$51,512","$1,936","$1,386",Email Campaign,Pending,22,STK-02255,Honda,Ridgeline,2024,0,0
2025-04-27,Store 2,SP_H,Used,"$41,029","$3,613","$1,511",Service Drive,Lost,38,STK-02256,Ford,Bronco,2021,0,0
2025-04-27,Store 2,SP_D,New,"$53,962","$1,480","$1,032",Website,Lost,36,STK-02257,Buick,CR-V,2024,0,0
2025-04-27,Store 2,SP_J,Used,"$39,742","$2,097","$1,129",Walk-In,Pending,53,STK-02258,Chevrolet,Equinox,2019,0,0
2025-04-27,Store 2,SP_I,Used,"$13,688","$2,932","$1,704",Facebook,Lost,25,STK-02259,Cadillac,Encore,2023,0,0
2025-04-27,Store 3,SP_E,New,"$59,828",$-333,$827,Service Drive,Pending,11,STK-02260,Toyota,Highlander,2025,0,0
2025-04-27,Store 3,SP_H,New,"$54,302","$2,211","$1,250",Email Campaign,Pending,5,STK-02261,Ford,Bronco,2024,0,0
2025-04-27,Store 3,SP_B,Used,"$12,571","$3,727","$1,939",Repeat Customer,Sold,4,STK-02262,Cadillac,Pilot,2024,2,8.3
2025-04-27,Store 3,SP_B,Used,"$26,587","$2,049",$998,Walk-In,Pending,55,STK-02263,Buick,Accord,2022,0,0
2025-04-27,Store 3,SP_E,Used,"$38,208","$1,922","$1,581",Referral,Lost,41,STK-02264,GMC,Terrain,2024,0,0
2025-04-27,Store 3,SP_C,New,"$46,477","$1,923",$880,Walk-In,Lost,19,STK-02265,Toyota,Highlander,2024,0,0
2025-04-27,Store 3,SP_J,Used,"$17,007","$2,273","$1,923",Service Drive,Sold,41,STK-02266,Honda,Accord,2019,3,8.2
2025-04-27,Store 3,SP_I,Used,"$39,315","$2,734","$1,532",Website,Pending,22,STK-02267,GMC,Encore,2024,0,0
2025-04-27,Store 3,SP_C,New,"$29,438","$2,456","$1,578",Referral,Sold,2,STK-02268,Toyota,RAV4,2026,0,8.5
2025-04-27,Store 3,SP_B,New,"$59,183","$1,013",$997,Email Campaign,Sold,32,STK-02269,Honda,Terrain,2024,4,9.4
2025-04-27,Store 3,SP_A,New,"$66,351","$1,841","$1,906",Facebook,Sold,46,STK-02270,Cadillac,CR-V,2024,0,8.2
2025-04-27,Store 3,SP_C,Used,"$19,556","$1,521","$2,010",Referral,Sold,12,STK-02271,Chevrolet,Equinox,2022,3,9.8
2025-04-27,Store 3,SP_F,New,"$63,188",$865,$977,Walk-In,Lost,17,STK-02272,Cadillac,XT5,2025,0,0
2025-04-27,Store 3,SP_D,Used,"$19,670","$2,670","$2,033",Facebook,Pending,55,STK-02273,Buick,CR-V,2021,0,0
2025-04-27,Store 4,SP_B,Used,"$23,674",$765,"$1,266",Walk-In,Lost,52,STK-02274,Toyota,Tacoma,2022,0,0
2025-04-27,Store 4,SP_E,New,"$49,447",$518,"$1,545",Walk-In,Sold,19,STK-02275,Chevrolet,Tahoe,2024,0,8.6
2025-04-27,Store 4,SP_B,Used,"$19,879",$686,$625,Facebook,Pending,3,STK-02276,Buick,CR-V,2023,0,0
2025-04-27,Store 4,SP_B,Used,"$33,288",$564,"$1,111",Website,Sold,70,STK-02277,Honda,Terrain,2020,3,9
2025-04-27,Store 4,SP_A,New,"$42,638",$408,"$1,580",AutoTrader,Sold,90,STK-02278,Honda,Envision,2025,2,8
2025-04-27,Store 4,SP_D,New,"$44,273",$216,"$1,563",Facebook,Lost,55,STK-02279,Cadillac,Pilot,2026,0,0
2025-04-27,Store 5,SP_H,New,"$34,344","$2,121","$1,957",AutoTrader,Sold,32,STK-02280,Toyota,Tacoma,2025,4,9.2
2025-04-27,Store 5,SP_F,Used,"$31,887","$2,053",$816,Referral,Lost,32,STK-02281,Toyota,RAV4,2023,0,0
2025-04-27,Store 5,SP_F,New,"$37,304","$1,130",$967,Repeat Customer,Sold,54,STK-02282,GMC,Pilot,2025,4,9.3
2025-04-27,Store 5,SP_F,New,"$63,939","$1,554",$901,Email Campaign,Pending,45,STK-02283,Chevrolet,Equinox,2024,0,0
2025-04-27,Store 5,SP_I,New,"$57,124","$1,374","$1,888",Referral,Sold,51,STK-02284,Buick,CR-V,2024,3,10
2025-04-27,Store 5,SP_H,Used,"$26,787","$3,564","$1,398",CarGurus,Sold,4,STK-02285,Cadillac,Envision,2023,3,10
2025-04-27,Store 5,SP_H,New,"$37,488","$1,174",$917,Email Campaign,Sold,52,STK-02286,GMC,Ridgeline,2026,1,8.3
2025-04-27,Store 5,SP_C,Used,"$14,611","$2,735","$2,175",Service Drive,Pending,23,STK-02287,Honda,Accord,2021,0,0
2025-04-27,Store 5,SP_H,New,"$61,714","$2,172","$1,275",AutoTrader,Pending,6,STK-02288,Toyota,RAV4,2024,0,0
2025-04-27,Store 5,SP_I,New,"$59,039","$2,475",$894,Service Drive,Lost,22,STK-02289,Chevrolet,Silverado,2026,0,0
2025-04-27,Store 5,SP_D,Used,"$23,634","$1,667","$2,046",AutoTrader,Lost,53,STK-02290,Honda,Encore,2023,0,0
2025-04-27,Store 5,SP_G,Used,"$28,856","$2,808","$1,293",Facebook,Sold,32,STK-02291,Honda,Pilot,2021,1,8.5
2025-04-27,Store 5,SP_D,New,"$38,996","$2,344","$1,439",Email Campaign,Lost,22,STK-02292,Buick,Envision,2024,0,0
2025-04-27,Store 6,SP_A,Used,"$22,337","$1,839","$1,348",Website,Sold,1,STK-02293,Cadillac,Envision,2021,2,8.1
2025-04-27,Store 6,SP_I,Used,"$32,588","$1,875","$1,213",Phone,Sold,19,STK-02294,Cadillac,Terrain,2021,3,9.1
2025-04-27,Store 6,SP_A,Used,"$21,385","$1,493","$1,063",Email Campaign,Lost,14,STK-02295,Cadillac,Encore,2022,0,0
2025-04-27,Store 6,SP_A,Used,"$22,993","$3,538","$1,557",Phone,Sold,10,STK-02296,Chevrolet,Silverado,2021,3,9
2025-04-27,Store 6,SP_D,Used,"$39,988","$1,934",$938,Facebook,Sold,43,STK-02297,Cadillac,Pilot,2019,2,9.5
2025-04-27,Store 6,SP_E,Used,"$15,544","$2,398","$1,866",Facebook,Lost,29,STK-02298,Toyota,Tacoma,2021,0,0
2025-04-27,Store 6,SP_J,New,"$42,056","$2,274","$1,730",Service Drive,Sold,5,STK-02299,Toyota,RAV4,2026,2,9
2025-04-27,Store 6,SP_E,Used,"$18,320","$2,110","$1,053",Phone,Lost,44,STK-02300,Honda,Terrain,2019,0,0
2025-04-27,Store 6,SP_H,New,"$31,057","$2,548","$1,055",AutoTrader,Sold,42,STK-02301,Honda,XT5,2025,1,8.4
2025-04-27,Store 7,SP_D,New,"$67,651",$702,"$1,066",Website,Sold,64,STK-02302,Chevrolet,Silverado,2025,1,9.2
2025-04-27,Store 7,SP_C,Used,"$40,773","$2,448","$1,087",Service Drive,Lost,32,STK-02303,Buick,Accord,2019,0,0
2025-04-27,Store 7,SP_A,New,"$67,802","$1,655","$1,710",Service Drive,Pending,39,STK-02304,Ford,Escape,2025,0,0
2025-04-27,Store 7,SP_G,Used,"$18,680","$3,718","$1,186",Referral,Sold,108,STK-02305,Chevrolet,Silverado,2024,1,8.9
2025-04-27,Store 7,SP_F,New,"$65,704","$1,926","$1,002",CarGurus,Sold,53,STK-02306,Cadillac,Ridgeline,2026,1,8.1
