date,store,salesperson,vehicle_type,sale_price,front_gross,back_gross,lead_source,status,days_in_inventory,stock_number,make,model,year,fi_products_sold,csi_score
2025-09-15,Store 9,SP_D,Used,"$20,334","$2,026",$975,Facebook,Pending,33,STK-04758,Toyota,CR-V,2020,0,0
2025-09-16,Store 1,SP_E,New,"$33,043","$1,206",$825,Walk-In,Pending,35,STK-04759,Honda,RAV4,2026,0,0
2025-09-16,Store 10,SP_H,New,"$49,072","$2,235",$505,Walk-In,Sold,43,STK-04760,Cadillac,Sierra,2026,3,9.4
2025-09-16,Store 11,SP_F,New,"$38,734","$1,739","$2,018",Email Campaign,Sold,67,STK-04761,Buick,XT5,2026,0,9.0
2025-09-16,Store 11,SP_B,Used,"$15,311",$845,$437,Service Drive,Pending,47,STK-04762,GMC,Encore,2019,0,0
2025-09-16,Store 11,SP_H,New,"$60,461","$2,417","$1,246",Repeat Customer,Lost,74,STK-04763,Ford,Bronco,2026,0,0
2025-09-16,Store 11,SP_G,New,"$23,773","$1,811",$934,CarGurus,Pending,52,STK-04764,Honda,Bronco,2024,0,0
2025-09-16,Store 2,SP_F,New,"$40,450","$3,619",$397,Facebook,Sold,78,STK-04765,Cadillac,Highlander,2025,1,8.1
2025-09-16,Store 2,SP_I,New,"$34,850","$1,497","$1,073",Service Drive,Lost,114,STK-04766,GMC,XT5,2024,0,8.5
2025-09-16,Store 3,SP_G,Used,"$25,174","$3,134","$1,582",Walk-In,Pending,40,STK-04767,GMC,F-150,2020,0,8.0
2025-09-16,Store 3,SP_C,New,"$38,725","$1,497",$513,Referral,Sold,119,STK-04768,Ford,CR-V,2026,2,9.6
2025-09-16,Store 3,SP_C,New,"$31,946",$805,$877,CarGurus,Sold,98,STK-04769,Honda,CR-V,2025,3,9.9
2025-09-16,Store 4,SP_G,New,"$67,374","$1,241","$1,526",Phone,Sold,6,STK-04770,Cadillac,XT5,2026,3,9.4
2025-09-16,Store 4,SP_E,Used,"$43,554",$563,$928,Walk-In,Sold,27,STK-04771,GMC,Malibu,2021,3,8.9
2025-09-16,Store 5,SP_I,Used,"$28,070","$2,772","$1,500",Walk-In,Sold,79,STK-04772,GMC,Pilot,2022,0,9.6
2025-09-16,Store 5,SP_G,New,"$53,959","$1,445",$922,Website,Sold,86,STK-04773,Cadillac,Accord,2025,3,9.1
2025-09-16,Store 5,SP_G,Used,"$42,746","$2,824",$483,Referral,Sold,24,STK-04774,Honda,Tahoe,2024,4,8.2
2025-09-16,Store 5,SP_A,Used,"$15,631","$3,798",$593,Service Drive,Sold,40,STK-04775,Honda,CR-V,2020,3,8.4
2025-09-16,Store 6,SP_J,New,"$71,265",$737,"$1,480",Walk-In,Pending,123,STK-04776,Chevrolet,F-150,2025,0,0
2025-09-16,Store 6,SP_J,Used,"$47,802","$3,153",$973,Service Drive,Pending,34,STK-04777,Ford,Terrain,2021,0,0
2025-09-16,Store 7,SP_A,Used,"$33,934","$1,442","$1,959",Repeat Customer,Sold,126,STK-04778,Toyota,F-150,2023,3,9.0
2025-09-16,Store 7,SP_D,New,"$68,593","$2,315",$370,Phone,Sold,36,STK-04779,Chevrolet,Accord,2025,1,9.0
2025-09-16,Store 7,SP_I,New,"$45,194","$2,861","$1,396",Repeat Customer,Sold,43,STK-04780,Ford,Encore,2026,1,9.8
2025-09-16,Store 8,SP_A,New,"$30,911","$3,225","$1,590",Service Drive,Lost,38,STK-04781,Buick,Envision,2026,0,0
2025-09-16,Store 8,SP_G,New,"$44,314","$2,168",$694,Email Campaign,Sold,38,STK-04782,Buick,Yukon,2026,1,9.9
2025-09-16,Store 9,SP_J,New,"$50,187",$524,$452,Website,Sold,22,STK-04783,Cadillac,XT5,2026,4,8.8
2025-09-17,Store 1,SP_F,New,"$23,080","$3,436","$2,010",AutoTrader,Sold,130,STK-04784,Toyota,Pilot,2026,2,9.5
2025-09-17,Store 1,SP_E,Used,"$38,458","$1,733",$347,Website,Pending,14,STK-04785,Ford,XT5,2024,0,0
2025-09-17,Store 1,SP_C,Used,"$35,701","$3,027","$1,087",Phone,Pending,80,STK-04786,GMC,Pilot,2024,0,0
2025-09-17,Store 10,SP_E,New,"$34,700","$1,867","$1,376",Email Campaign,Pending,49,STK-04787,Cadillac,Accord,2024,0,9.5
2025-09-17,Store 10,SP_E,Used,"$42,744","$3,294",$317,Walk-In,Sold,32,STK-04788,GMC,Camry,2021,2,8.8
2025-09-17,Store 10,SP_E,New,"$48,277","$3,549","$1,586",Facebook,Lost,97,STK-04789,GMC,Sierra,2026,0,0
2025-09-17,Store 10,SP_G,New,"$41,255","$1,557","$1,908",Referral,Sold,22,STK-04790,GMC,Sierra,2025,3,9.9
2025-09-17,Store 11,SP_E,New,"$67,839","$2,716","$1,464",Service Drive,Sold,90,STK-04791,Honda,Highlander,2026,2,9.3
2025-09-17,Store 11,SP_C,New,"$63,837","$3,127",$864,Service Drive,Sold,34,STK-04792,Ford,Equinox,2026,1,8.2
2025-09-17,Store 12,SP_A,New,"$69,562","$3,372","$1,258",Phone,Pending,113,STK-04793,Ford,Tahoe,2024,0,0
2025-09-17,Store 2,SP_F,New,"$27,411","$1,397","$1,527",Repeat Customer,Sold,61,STK-04794,Toyota,Pilot,2025,2,8.7
2025-09-17,Store 3,SP_C,Used,"$32,200","$2,102","$1,450",Phone,Sold,89,STK-04795,Ford,CR-V,2021,2,8.8
2025-09-17,Store 3,SP_G,New,"$64,461",$763,"$1,883",Facebook,Sold,78,STK-04796,Buick,Sierra,2025,1,9.4
2025-09-17,Store 3,SP_F,Used,"$14,491","$1,458","$1,915",Website,Sold,8,STK-04797,Buick,Malibu,2021,1,9.4
2025-09-17,Store 6,SP_A,New,"$28,087","$1,821","$1,123",Walk-In,Lost,83,STK-04798,Buick,Silverado,2024,0,0
2025-09-17,Store 6,SP_B,Used,"$41,413",$814,"$1,190",Repeat Customer,Sold,65,STK-04799,Chevrolet,Pilot,2021,4,8.7
2025-09-17,Store 7,SP_D,Used,"$14,527","$2,488","$1,961",Service Drive,Sold,74,STK-04800,Chevrolet,Sierra,2023,1,9.8
2025-09-17,Store 8,SP_A,New,"$41,493","$3,433",$839,Email Campaign,Lost,36,STK-04801,Honda,Bronco,2025,0,0
2025-09-17,Store 8,SP_A,New,"$58,927","$2,161",$941,CarGurus,Pending,95,STK-04802,Buick,Terrain,2025,0,0
2025-09-17,Store 8,SP_A,New,"$43,000",$985,$839,Facebook,Lost,8,STK-04803,Toyota,Envision,2026,0,0
2025-09-17,Store 8,SP_I,New,"$74,566","$3,234","$1,755",Service Drive,Sold,30,STK-04804,GMC,CR-V,2026,4,8.6
2025-09-17,Store 8,SP_C,New,"$54,827","$2,728",$954,Referral,Lost,86,STK-04805,GMC,XT5,2026,0,0
2025-09-17,Store 8,SP_G,Used,"$16,951","$2,755","$1,043",Facebook,Lost,8,STK-04806,GMC,Sierra,2021,0,8.1
2025-09-17,Store 8,SP_A,New,"$47,120","$3,027","$1,801",AutoTrader,Pending,11,STK-04807,Cadillac,Traverse,2026,0,0
2025-09-17,Store 9,SP_F,New,"$63,604","$3,228","$1,769",Walk-In,Sold,55,STK-04808,Ford,Bronco,2026,0,8.6
2025-09-17,Store 9,SP_I,Used,"$47,614","$2,108",$522,Repeat Customer,Lost,48,STK-04809,Chevrolet,Envision,2019,0,8.2
2025-09-18,Store 1,SP_G,Used,"$46,961","$3,490","$1,006",CarGurus,Sold,21,STK-04810,Chevrolet,Tahoe,2024,4,9.3
2025-09-18,Store 10,SP_E,Used,"$26,699","$3,401","$2,127",Website,Sold,21,STK-04811,GMC,Sierra,2021,2,9.1
2025-09-18,Store 11,SP_E,Used,"$38,556",$836,"$1,376",Email Campaign,Pending,3,STK-04812,Cadillac,F-150,2020,0,0
2025-09-18,Store 11,SP_G,Used,"$35,038","$1,501","$1,267",Phone,Lost,67,STK-04813,Honda,Sierra,2020,0,0
2025-09-18,Store 12,SP_J,New,"$70,349","$1,954",$329,AutoTrader,Sold,97,STK-04814,Honda,Highlander,2026,0,8.9
2025-09-18,Store 12,SP_H,Used,"$22,627","$1,129","$1,482",Repeat Customer,Sold,81,STK-04815,Buick,Escape,2023,3,8.3
2025-09-18,Store 12,SP_C,Used,"$22,873","$3,179","$1,752",AutoTrader,Sold,37,STK-04816,Ford,Silverado,2024,3,9.7
2025-09-18,Store 2,SP_A,New,"$40,114",$562,"$2,006",Service Drive,Sold,11,STK-04817,Cadillac,Escape,2026,1,9.2
2025-09-18,Store 2,SP_I,New,"$33,010","$1,645","$1,808",CarGurus,Sold,51,STK-04818,Ford,Pilot,2026,3,9.1
2025-09-18,Store 3,SP_E,New,"$37,900","$3,056","$2,062",Email Campaign,Pending,112,STK-04819,Buick,Envision,2026,0,9.4
2025-09-18,Store 3,SP_A,Used,"$22,042","$1,647",$575,Service Drive,Lost,105,STK-04820,GMC,F-150,2021,0,0
2025-09-18,Store 4,SP_I,Used,"$13,471","$2,289","$1,048",Service Drive,Sold,60,STK-04821,Toyota,RAV4,2021,3,8.4
2025-09-18,Store 4,SP_F,New,"$37,654",$962,"$1,683",Walk-In,Sold,93,STK-04822,Buick,Escape,2026,1,9.2
2025-09-18,Store 5,SP_I,Used,"$23,911","$1,068","$1,974",Referral,Pending,34,STK-04823,Chevrolet,Camry,2021,0,0
2025-09-18,Store 5,SP_G,Used,"$46,134","$1,949","$1,498",AutoTrader,Pending,6,STK-04824,Cadillac,Encore,2020,0,0
2025-09-18,Store 5,SP_E,New,"$26,104","$1,194",$593,Repeat Customer,Sold,92,STK-04825,GMC,Silverado,2026,2,8.1
2025-09-18,Store 5,SP_G,New,"$34,520","$3,388","$1,384",Service Drive,Sold,16,STK-04826,Buick,Camry,2025,3,9.2
2025-09-18,Store 5,SP_I,Used,"$15,785","$1,993",$749,Email Campaign,Lost,104,STK-04827,Buick,Yukon,2020,0,8.1
2025-09-18,Store 6,SP_I,Used,"$35,864","$2,435","$2,152",Repeat Customer,Lost,47,STK-04828,Chevrolet,Silverado,2021,0,0
2025-09-18,Store 6,SP_B,Used,"$27,608","$2,939","$1,639",Repeat Customer,Sold,88,STK-04829,Cadillac,Bronco,2020,0,9.4
2025-09-18,Store 7,SP_C,New,"$37,531","$1,374","$1,807",Email Campaign,Sold,4,STK-04830,GMC,F-150,2024,1,9.7
2025-09-18,Store 8,SP_A,Used,"$32,403","$3,319","$1,318",CarGurus,Lost,101,STK-04831,Toyota,Camry,2024,0,0
2025-09-18,Store 8,SP_I,New,"$32,227","$2,166","$1,135",CarGurus,Sold,101,STK-04832,GMC,Tahoe,2026,2,8.3
2025-09-18,Store 9,SP_H,Used,"$21,820","$3,784",$746,Referral,Pending,24,STK-04833,Ford,Tahoe,2019,0,0
2025-09-18,Store 9,SP_B,New,"$38,881",$674,"$1,119",Website,Lost,7,STK-04834,Ford,Bronco,2024,0,0
2025-09-19,Store 1,SP_I,Used,"$13,499","$3,459",$321,AutoTrader,Sold,70,STK-04835,Honda,Terrain,2019,2,8.0
2025-09-19,Store 1,SP_D,Used,"$40,303",$401,"$1,904",Repeat Customer,Sold,78,STK-04836,Toyota,Bronco,2022,3,9.6
2025-09-19,Store 10,SP_J,New,"$34,501",$503,"$1,850",Repeat Customer,Sold,76,STK-04837,Toyota,Traverse,2026,2,8.8
2025-09-19,Store 10,SP_G,New,"$61,265","$2,592",$851,AutoTrader,Pending,94,STK-04838,Cadillac,Sierra,2025,0,0
2025-09-19,Store 10,SP_I,New,"$43,423",$624,"$2,173",Walk-In,Pending,27,STK-04839,GMC,Terrain,2026,0,0
2025-09-19,Store 10,SP_D,New,"$22,119","$1,104",$574,Walk-In,Sold,87,STK-04840,Honda,Sierra,2024,3,9.3
2025-09-19,Store 10,SP_C,New,"$25,205",$838,$383,Email Campaign,Sold,9,STK-04841,Honda,Sierra,2025,2,8.9
2025-09-19,Store 11,SP_F,New,"$59,636","$3,225","$1,775",Repeat Customer,Sold,37,STK-04842,Chevrolet,Malibu,2026,2,8.9
2025-09-19,Store 11,SP_F,New,"$36,411","$2,333",$403,Repeat Customer,Pending,42,STK-04843,Cadillac,XT5,2025,0,9.6
2025-09-19,Store 2,SP_J,New,"$29,996","$3,161","$1,261",AutoTrader,Sold,67,STK-04844,Toyota,Yukon,2026,2,9.3
2025-09-19,Store 2,SP_D,Used,"$36,376","$2,052","$1,800",CarGurus,Pending,16,STK-04845,Chevrolet,XT5,2021,0,8.7
2025-09-19,Store 2,SP_I,New,"$74,613",$541,$668,Referral,Sold,103,STK-04846,Honda,Traverse,2026,1,9.2
2025-09-19,Store 3,SP_F,New,"$44,676","$2,008",$998,Website,Pending,67,STK-04847,Toyota,Bronco,2025,0,8.3
2025-09-19,Store 3,SP_J,New,"$39,283","$3,788","$1,803",AutoTrader,Sold,107,STK-04848,Ford,Silverado,2026,4,9.4
2025-09-19,Store 4,SP_J,Used,"$31,293",$576,"$1,148",Phone,Lost,90,STK-04849,GMC,Bronco,2022,0,9.9
2025-09-19,Store 4,SP_C,Used,"$46,134","$1,628","$1,324",Walk-In,Lost,83,STK-04850,Buick,Terrain,2023,0,8.3
2025-09-19,Store 4,SP_C,New,"$73,843","$3,793",$732,Phone,Pending,43,STK-04851,GMC,Yukon,2024,0,0
2025-09-19,Store 5,SP_E,New,"$49,092",$861,$590,CarGurus,Pending,40,STK-04852,Ford,Yukon,2024,0,8.9
2025-09-19,Store 5,SP_B,New,"$23,770","$3,687","$1,777",Website,Pending,72,STK-04853,Honda,Pilot,2026,0,0
2025-09-19,Store 6,SP_I,New,"$24,089",$805,"$1,801",Repeat Customer,Pending,92,STK-04854,Cadillac,Terrain,2025,0,0
2025-09-19,Store 6,SP_H,New,"$49,667","$3,414",$563,Repeat Customer,Lost,101,STK-04855,Honda,XT5,2025,0,0
2025-09-19,Store 7,SP_D,New,"$66,798",$401,"$2,024",Repeat Customer,Sold,43,STK-04856,Honda,Sierra,2025,1,9.1
2025-09-19,Store 7,SP_E,New,"$62,929","$1,815","$1,543",Website,Sold,66,STK-04857,Buick,Escape,2026,1,9.2
2025-09-19,Store 7,SP_F,New,"$53,887",$608,$867,CarGurus,Lost,112,STK-04858,Toyota,Yukon,2026,0,0
2025-09-19,Store 7,SP_C,Used,"$14,351","$2,255",$455,Service Drive,Sold,11,STK-04859,GMC,Terrain,2020,2,8.3
2025-09-19,Store 7,SP_F,Used,"$32,934","$3,372","$1,716",AutoTrader,Sold,91,STK-04860,Honda,Camry,2024,3,8.7
2025-09-19,Store 9,SP_H,New,"$52,314",$623,"$1,980",Website,Sold,29,STK-04861,Chevrolet,F-150,2026,1,9.5
2025-09-19,Store 9,SP_E,New,"$57,941",$403,"$1,344",Walk-In,Lost,100,STK-04862,Toyota,Highlander,2025,0,0
2025-09-19,Store 9,SP_G,Used,"$36,937","$1,229","$1,288",Phone,Sold,36,STK-04863,GMC,Traverse,2022,2,9.9
2025-09-19,Store 9,SP_A,Used,"$28,856","$3,282","$1,395",Service Drive,Lost,80,STK-04864,Chevrolet,Accord,2022,0,9.0
2025-09-19,Store 9,SP_F,Used,"$17,405","$1,293",$467,Email Campaign,Sold,120,STK-04865,GMC,XT5,2021,1,9.9
2025-09-20,Store 1,SP_G,New,"$69,813","$3,748","$2,179",Walk-In,Lost,31,STK-04866,Toyota,Tahoe,2026,0,0
2025-09-20,Store 1,SP_C,New,"$36,558","$3,330","$1,164",CarGurus,Sold,125,STK-04867,Honda,Encore,2025,2,8.6
2025-09-20,Store 1,SP_B,New,"$39,099","$1,969",$635,Referral,Sold,30,STK-04868,Chevrolet,Accord,2025,3,9.7
2025-09-20,Store 10,SP_C,New,"$29,161","$2,955","$1,849",Email Campaign,Lost,105,STK-04869,Toyota,Accord,2024,0,0
2025-09-20,Store 10,SP_H,New,"$29,403","$2,742","$2,004",Phone,Lost,60,STK-04870,Cadillac,Camry,2025,0,0
2025-09-20,Store 12,SP_C,New,"$44,605","$3,577","$2,186",Repeat Customer,Lost,26,STK-04871,GMC,Malibu,2025,0,9.4
2025-09-20,Store 12,SP_F,Used,"$12,311",$449,"$1,200",CarGurus,Sold,74,STK-04872,Buick,Highlander,2019,2,9.2
2025-09-20,Store 12,SP_E,New,"$41,285","$2,848","$1,298",Facebook,Sold,51,STK-04873,Buick,Pilot,2025,2,9.8
2025-09-20,Store 2,SP_B,Used,"$16,743","$2,207",$766,AutoTrader,Pending,47,STK-04874,Cadillac,Equinox,2023,0,0
2025-09-20,Store 2,SP_D,New,"$28,562","$1,084","$1,192",AutoTrader,Pending,45,STK-04875,Chevrolet,Encore,2024,0,0
2025-09-20,Store 2,SP_B,Used,"$32,266","$3,172",$687,CarGurus,Pending,50,STK-04876,Cadillac,Bronco,2023,0,0
2025-09-20,Store 2,SP_A,Used,"$33,917","$3,668",$938,Service Drive,Sold,9,STK-04877,Chevrolet,Encore,2020,2,9.8
2025-09-20,Store 3,SP_G,New,"$30,969","$2,744","$1,540",CarGurus,Sold,54,STK-04878,Buick,Malibu,2026,3,8.5
2025-09-20,Store 3,SP_E,Used,"$25,130","$3,649","$1,547",Walk-In,Pending,22,STK-04879,Cadillac,Equinox,2021,0,0
2025-09-20,Store 4,SP_H,New,"$24,569","$3,337",$517,Repeat Customer,Sold,9,STK-04880,Ford,F-150,2025,2,8.3
2025-09-20,Store 4,SP_H,New,"$49,439","$2,916",$623,Facebook,Pending,74,STK-04881,Chevrolet,Accord,2025,0,8.7
2025-09-20,Store 5,SP_H,New,"$52,826","$2,997","$1,685",CarGurus,Pending,79,STK-04882,GMC,Highlander,2025,0,8.1
2025-09-20,Store 5,SP_H,New,"$62,794","$2,167","$2,026",AutoTrader,Sold,37,STK-04883,Buick,Terrain,2026,2,8.3
2025-09-20,Store 5,SP_G,New,"$38,043","$3,568","$1,642",AutoTrader,Sold,13,STK-04884,Honda,Pilot,2026,2,9.6
2025-09-20,Store 5,SP_A,Used,"$40,823","$1,243","$1,198",Service Drive,Sold,83,STK-04885,Chevrolet,Traverse,2019,1,9.2
2025-09-20,Store 5,SP_A,New,"$67,731","$3,405",$684,Website,Sold,26,STK-04886,Toyota,RAV4,2026,1,9.2
2025-09-20,Store 5,SP_F,New,"$63,846","$2,097","$1,891",CarGurus,Pending,6,STK-04887,Honda,Traverse,2025,0,9.0
2025-09-20,Store 5,SP_G,New,"$54,349",$564,"$1,938",Phone,Sold,22,STK-04888,Honda,Sierra,2024,3,8.7
2025-09-20,Store 6,SP_C,Used,"$24,322",$595,$914,Referral,Pending,123,STK-04889,GMC,Encore,2019,0,0
2025-09-20,Store 6,SP_E,Used,"$32,796","$1,834",$792,Email Campaign,Lost,94,STK-04890,Ford,Highlander,2022,0,0
2025-09-20,Store 7,SP_F,New,"$66,446","$2,516",$729,Email Campaign,Pending,111,STK-04891,Toyota,Traverse,2026,0,0
2025-09-20,Store 7,SP_J,New,"$26,659",$919,$981,Phone,Sold,32,STK-04892,Cadillac,Escape,2026,3,8.1
2025-09-20,Store 8,SP_B,New,"$50,340","$1,433",$976,Website,Lost,92,STK-04893,Chevrolet,Malibu,2025,0,0
2025-09-20,Store 8,SP_F,New,"$35,020","$3,339",$765,Email Campaign,Lost,65,STK-04894,Cadillac,Equinox,2024,0,0
2025-09-20,Store 8,SP_G,New,"$33,386","$2,422","$1,326",Referral,Sold,53,STK-04895,Cadillac,Pilot,2026,2,8.5
2025-09-20,Store 8,SP_H,New,"$47,081",$818,"$1,893",Facebook,Sold,122,STK-04896,Buick,Tahoe,2026,2,8.9
2025-09-20,Store 8,SP_E,Used,"$22,705","$3,706","$2,135",AutoTrader,Pending,90,STK-04897,GMC,Bronco,2024,0,0
2025-09-20,Store 8,SP_E,New,"$51,028","$3,287",$905,Website,Lost,80,STK-04898,Chevrolet,Sierra,2025,0,0
2025-09-20,Store 9,SP_I,Used,"$45,259","$1,346","$1,000",Service Drive,Sold,124,STK-04899,Buick,Traverse,2020,4,9.1
2025-09-21,Store 1,SP_A,Used,"$19,786","$3,598",$963,AutoTrader,Lost,128,STK-04900,Ford,Terrain,2023,0,0
2025-09-21,Store 1,SP_E,New,"$55,975","$3,568","$1,417",Repeat Customer,Sold,129,STK-04901,GMC,Envision,2024,4,9.6
2025-09-21,Store 1,SP_A,Used,"$34,603","$1,060","$1,081",Repeat Customer,Sold,39,STK-04902,Chevrolet,Equinox,2022,2,8.5
2025-09-21,Store 10,SP_B,Used,"$16,374",$794,$392,Repeat Customer,Sold,103,STK-04903,Ford,Silverado,2021,1,9.0
2025-09-21,Store 10,SP_D,New,"$54,666",$725,"$1,038",Repeat Customer,Sold,13,STK-04904,Toyota,CR-V,2024,3,8.4
2025-09-21,Store 10,SP_J,New,"$44,133","$2,953","$2,029",AutoTrader,Pending,87,STK-04905,Cadillac,Equinox,2025,0,0
2025-09-21,Store 11,SP_C,New,"$32,061","$3,617","$1,759",Repeat Customer,Sold,89,STK-04906,Buick,Traverse,2025,3,9.3
2025-09-21,Store 12,SP_B,New,"$24,964",$597,"$1,225",Service Drive,Sold,51,STK-04907,Buick,RAV4,2026,2,9.4
2025-09-21,Store 12,SP_G,New,"$22,030","$2,400",$992,Email Campaign,Sold,50,STK-04908,Toyota,Equinox,2026,2,9.1
2025-09-21,Store 12,SP_C,Used,"$42,551","$2,853","$1,598",Referral,Sold,83,STK-04909,Ford,Yukon,2021,1,9.2
2025-09-21,Store 12,SP_A,New,"$74,216","$3,380","$1,547",Phone,Sold,97,STK-04910,Ford,Camry,2024,3,9.4
2025-09-21,Store 2,SP_A,New,"$70,950","$3,250","$1,771",Repeat Customer,Lost,10,STK-04911,Chevrolet,Accord,2026,0,0
2025-09-21,Store 2,SP_I,Used,"$35,626","$3,497","$1,352",Website,Lost,63,STK-04912,Ford,Escape,2024,0,0
2025-09-21,Store 3,SP_E,New,"$26,616","$2,915","$1,956",CarGurus,Sold,128,STK-04913,GMC,Accord,2025,1,9.5
2025-09-21,Store 3,SP_H,New,"$36,311","$2,683",$538,Email Campaign,Lost,14,STK-04914,Honda,Sierra,2026,0,0
2025-09-21,Store 3,SP_B,Used,"$23,800","$1,391",$351,Email Campaign,Pending,127,STK-04915,Cadillac,F-150,2019,0,8.3
2025-09-21,Store 3,SP_I,New,"$32,774","$2,566","$1,464",Repeat Customer,Sold,28,STK-04916,Toyota,Yukon,2026,2,9.7
2025-09-21,Store 4,SP_A,New,"$46,247","$1,055",$947,CarGurus,Sold,108,STK-04917,GMC,Tahoe,2026,2,9.4
2025-09-21,Store 5,SP_D,New,"$24,898","$2,706","$1,633",Facebook,Pending,108,STK-04918,Ford,Traverse,2026,0,8.3
2025-09-21,Store 6,SP_B,Used,"$25,379","$1,079",$530,AutoTrader,Pending,109,STK-04919,GMC,CR-V,2022,0,9.0
2025-09-21,Store 6,SP_A,New,"$58,664","$1,567",$507,Facebook,Sold,47,STK-04920,Buick,Tahoe,2026,3,9.5
2025-09-21,Store 6,SP_F,New,"$29,730","$2,513","$1,585",Walk-In,Sold,95,STK-04921,Buick,Yukon,2025,4,9.5
2025-09-21,Store 6,SP_F,Used,"$43,525","$1,192",$848,AutoTrader,Pending,95,STK-04922,Ford,XT5,2020,0,0
2025-09-21,Store 6,SP_G,New,"$44,722","$3,647","$1,747",Email Campaign,Lost,103,STK-04923,GMC,Sierra,2025,0,0
2025-09-21,Store 7,SP_C,New,"$32,944","$2,095",$909,CarGurus,Lost,94,STK-04924,Buick,Pilot,2026,0,0
2025-09-21,Store 8,SP_A,Used,"$24,407","$2,344","$1,896",Walk-In,Sold,91,STK-04925,Honda,Camry,2024,1,9.2
2025-09-21,Store 8,SP_I,New,"$26,632","$3,029","$1,868",Referral,Pending,54,STK-04926,Honda,Camry,2024,0,0
2025-09-21,Store 8,SP_D,New,"$24,984","$1,721","$1,867",Email Campaign,Sold,101,STK-04927,Ford,Highlander,2025,2,9.8
2025-09-21,Store 9,SP_I,Used,"$28,560","$2,925","$1,279",Facebook,Sold,25,STK-04928,Buick,F-150,2019,3,8.2
2025-09-21,Store 9,SP_B,New,"$53,490","$2,400",$701,Facebook,Sold,127,STK-04929,Chevrolet,Envision,2026,1,9.7
2025-09-21,Store 9,SP_D,New,"$25,469","$2,463",$820,Phone,Pending,122,STK-04930,Toyota,Traverse,2024,0,8.6
2025-09-21,Store 9,SP_D,New,"$68,141","$2,731","$1,212",Website,Pending,98,STK-04931,Toyota,Encore,2025,0,0
2025-09-22,Store 1,SP_J,New,"$55,674","$2,701",$910,Repeat Customer,Sold,108,STK-04932,Ford,Sierra,2025,1,9.4
2025-09-22,Store 1,SP_I,New,"$47,418",$953,$555,Phone,Sold,27,STK-04933,GMC,Escape,2025,4,8.3
2025-09-22,Store 1,SP_H,New,"$37,004","$3,028",$819,Repeat Customer,Pending,22,STK-04934,Chevrolet,CR-V,2025,0,0
2025-09-22,Store 10,SP_J,Used,"$41,106",$424,"$2,002",Website,Sold,33,STK-04935,Chevrolet,Sierra,2020,3,9.7
2025-09-22,Store 11,SP_D,Used,"$26,441","$2,390","$2,133",Email Campaign,Sold,111,STK-04936,Honda,Malibu,2019,1,8.2
2025-09-22,Store 11,SP_J,New,"$22,533","$3,177","$1,805",CarGurus,Lost,44,STK-04937,Buick,CR-V,2025,0,0
2025-09-22,Store 11,SP_H,Used,"$44,920","$1,978",$306,Website,Sold,101,STK-04938,Honda,Escape,2020,0,8.3
2025-09-22,Store 11,SP_C,New,"$39,468","$1,648","$2,135",Walk-In,Pending,32,STK-04939,Honda,CR-V,2026,0,0
2025-09-22,Store 12,SP_G,Used,"$22,155",$514,$512,Facebook,Pending,106,STK-04940,Buick,Equinox,2021,0,0
2025-09-22,Store 2,SP_I,New,"$40,867","$3,495",$340,Website,Lost,68,STK-04941,GMC,Camry,2025,0,0
2025-09-22,Store 2,SP_J,Used,"$13,987","$3,696","$1,431",Phone,Sold,104,STK-04942,GMC,Envision,2020,2,9.5
2025-09-22,Store 2,SP_E,New,"$67,411",$616,"$1,136",Email Campaign,Lost,96,STK-04943,Buick,Equinox,2024,0,0
2025-09-22,Store 3,SP_B,New,"$34,391","$2,783","$1,537",AutoTrader,Sold,76,STK-04944,GMC,F-150,2026,1,9.8
2025-09-22,Store 3,SP_H,Used,"$46,857","$3,173",$723,Repeat Customer,Pending,50,STK-04945,Buick,Escape,2024,0,9.8
2025-09-22,Store 3,SP_A,Used,"$27,516","$2,250","$1,503",Phone,Sold,33,STK-04946,Toyota,RAV4,2023,2,9.6
2025-09-22,Store 3,SP_H,Used,"$47,300",$896,"$1,517",Website,Pending,91,STK-04947,Honda,Sierra,2020,0,8.1
2025-09-22,Store 4,SP_B,New,"$62,419","$3,661","$1,746",AutoTrader,Sold,121,STK-04948,Honda,Terrain,2026,0,8.2
2025-09-22,Store 4,SP_H,New,"$34,729",$764,"$1,165",Website,Pending,75,STK-04949,Cadillac,Highlander,2025,0,8.3
2025-09-22,Store 4,SP_G,Used,"$20,701","$1,262",$629,Facebook,Lost,56,STK-04950,Ford,Bronco,2021,0,9.5
2025-09-22,Store 4,SP_G,New,"$45,301","$2,288","$2,123",Email Campaign,Sold,130,STK-04951,Ford,F-150,2024,0,8.7
2025-09-22,Store 4,SP_F,Used,"$31,824","$1,507","$1,115",Website,Pending,52,STK-04952,Chevrolet,XT5,2020,0,0
2025-09-22,Store 5,SP_C,New,"$30,719","$2,580",$731,Email Campaign,Sold,127,STK-04953,Toyota,Terrain,2024,3,8.9
2025-09-22,Store 6,SP_F,Used,"$40,886","$2,618","$1,638",Repeat Customer,Pending,67,STK-04954,Buick,Terrain,2019,0,9.7
2025-09-22,Store 7,SP_C,New,"$54,561","$2,334","$1,589",CarGurus,Sold,85,STK-04955,Toyota,Yukon,2024,3,9.7
2025-09-22,Store 7,SP_A,Used,"$17,479","$2,730","$1,438",CarGurus,Sold,113,STK-04956,Honda,RAV4,2024,3,9.3
